ID	Other_ID	Other_ID_2	Genus	Species	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	Accession	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)			Mean Depth	BoC %	Bam file location_NIH	Bam file location_LMU (OLD)	Bam file location_LMU (LATEST)	VCF-name-GLOBUS	BAM-directory-GLOBUS	BAM-name-GLOBUS	Notes	Reference	v1_148g	name_haplo_VCF	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)
SC1178	PAD 7.70/224/1		Canis	familiaris	Bone	Fragment	Padina	Padina3	Padina	Serbia	45.119167	20.722997	8100						European_Dogs							0.07	6.64			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Oxford/SC1178_rmdup.bam		Unpub_Oxford	SC1178_rmdup.bam		Sophy unpublished data		SC1178	D	Padina3	8100	D_Padina3_8100	Dogs	European_Dogs
OL4029_Spain	OL4029		Canis	familiaris	Bone	Femur	Marizulo	Marizulo1	Marizulo Cave, Gipuzkoa	Spain	43.27	-2.09	6230	6230			#N/A		European_Dogs	C	M		0.1			0.17	14.37		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/OL4029_Spain_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/OL4029_Spain_rmdup.bam		Bergstrom2020	OL4029_Spain_rmdup.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		OL4029_Spain	D	Marizulo1	6230	D_Marizulo1_6230	Dogs	European_Dogs
C62_Apalle	C62		Canis	familiaris	Tooth		Apalle	Apalle1	Apalle	Sweden	59.70	17.60	3100	3100			#N/A		European_Dogs	A	F		0.7			0.78	49.87		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/C62_Apalle_merged_P8902_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/C62_Apalle_merged_P8902_seqprep_reheader.bam		Bergstrom2020	C62_Apalle_merged_P8902_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		C62_Apalle	D	Apalle1	3100	D_Apalle1_3100	Dogs	European_Dogs
C88_Gokhem	C88		Canis	familiaris	Tooth		Fralsegardenm	Fralsegardenm1	Frälsegården, Gökhem	Sweden	58.10	13.24	1150	1150			#N/A		European_Dogs	A	M		0.7			0.73	50.21		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/C88_Gokhem_DNA49_PON001_merged.canFam3.fa.srt.rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/C88_Gokhem_DNA49_PON001_merged_reheader.bam		Bergstrom2020	C88_Gokhem_DNA49_PON001_merged_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		C88_Gokhem	D	Fralsegardenm1	1150	D_Fralsegardenm1_1150	Dogs	European_Dogs
C89_Ajvide	C89		Canis	familiaris	Tooth		Ajvide	Ajvide1	Ajvide, Gotland	Sweden	57.17	18.12	4800	4800			#N/A		European_Dogs	C	M		2.2			2.21	86.85		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/C89_Ajvide_DNA51_PON003_merged.canFam3.fa.srt.rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/C89_Ajvide_DNA51_PON003_merged_reheader.bam		Bergstrom2020	C89_Ajvide_DNA51_PON003_merged_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		C89_Ajvide	D	Ajvide1	4800	D_Ajvide1_4800	Dogs	European_Dogs
C90_Ajvide	C90		Canis	familiaris	Tooth		Ajvide	Ajvide2	Ajvide, Gotland	Sweden	57.17	18.12	4800	4800			#N/A		European_Dogs	C	M		0.6			0.57	42.34		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/C90_Ajvide_DNA54_PON006_merged.canFam3.fa.srt.rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/C90_Ajvide_DNA54_PON006_merged_reheader.bam		Bergstrom2020	C90_Ajvide_DNA54_PON006_merged_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		C90_Ajvide	D	Ajvide2	4800	D_Ajvide2_4800	Dogs	European_Dogs
C94_StoraForvar	C94		Canis	familiaris	Bone	Humerus	StoraForvar	StoraForvar1	Stora Förvar, Gotland	Sweden	57.29	17.97	4000	4000			#N/A		European_Dogs	C	M		0.2			0.16	14.15		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/C94_StoraForvar_J5_merged_P8902_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/C94_StoraForvar_J5_merged_P8902_seqprep_reheader.bam		Bergstrom2020	C94_StoraForvar_J5_merged_P8902_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		C94_StoraForvar	D	StoraForvar1	4000	D_StoraForvar1_4000	Dogs	European_Dogs
PON012	ALVH2		Canis	lupus			Alvastra	Alvastra1	Alvastra	Sweden	58.30	14.68	5079	5079	5297	4861			Western_Eurasian_Wolves		M		2.1			2.25	86.21		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/PON012.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/PON012_reheader.bam		Unpub_AB_wolf	PON012_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		PON012	W	Alvastra1	5079	W_Alvastra1_5079	Western_Eurasian_Wolves	Wolves
SC1177	Motala-12653	AL2515	Canis	familiaris	Tooth root	Tooth	Motala	Motala1	Motala	Sweden	58.538804	15.043124	Meso		7950	6950			European_Dogs							0.15	13.59			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Oxford/SC1177_rmdup.bam		Unpub_Oxford	SC1177_rmdup.bam		Sophy unpublished data		SC1177	D	Motala1	Meso	D_Motala1_Meso	Dogs	European_Dogs
TRF.04.33	AL2067	SNRM_580106	Canis	familiaris			Sweden	Sweden1	Sweden	Sweden	64.24	60.93	100						Arctic_Dogs		M		0.31			0.31	26.46	/data/feuerborntr/Bams/TRF.04.33_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.33_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.33_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.33	D	Sweden1	100	D_Sweden1_100	Dogs	European_Dogs
TRF.04.36	AL2070	SNRM_580353	Canis	familiaris	tooth		Sweden	Sweden2	Unknown	Sweden	64.240	60.930	100						European_Dogs	A1a	U		0.27			0.24	18.07			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.36_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.36_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.36	D	Sweden2	100	D_Sweden2_100	Dogs	European_Dogs
TRF.04.37	AL2082	SNRM_590009	Canis	lupus			Sweden	Sweden3	Sweden	Sweden	64.2	60.9	100						Western_Eurasian_Wolves		M		0.25			0.22	18.7	/data/feuerborntr/Bams/TRF.04.37_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.37_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.37_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.37	W	Sweden3	100	W_Sweden3_100	Western_Eurasian_Wolves	Western_Eurasian_Wolves
TRF.04.38	AL2088	SNRM_580058	Canis	lupus			Sweden	Sweden4	Sweden	Sweden	64.2	60.9	100						Western_Eurasian_Wolves		M		0.18			0.17	15.22	/data/feuerborntr/Bams/TRF.04.38_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.38_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.38_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.38	W	Sweden4	100	W_Sweden4_100	Western_Eurasian_Wolves	Western_Eurasian_Wolves
TRF.04.39	AL2090	SNRM_583532	Canis	lupus			Sweden	Sweden5	Sweden	Sweden	64.2	60.9	100						Western_Eurasian_Wolves		F		0.09			0.07	6.34	/data/feuerborntr/Bams/TRF.04.39_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.39_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.39_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.39	W	Sweden5	100	W_Sweden5_100	Western_Eurasian_Wolves	Western_Eurasian_Wolves
TRF.04.40	AL2093	SNRM_581536	Canis	lupus			Sweden	Sweden6	Sweden	Sweden	64.2	60.9	100						Western_Eurasian_Wolves		M		0.54			0.55	41.64	/data/feuerborntr/Bams/TRF.04.40_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.04.40_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.04.40_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.04.40	W	Sweden6	100	W_Sweden6_100	Western_Eurasian_Wolves	Western_Eurasian_Wolves
AL2370	NMBE_DUR_1124		Canis	lupus			Duerriloch	Duerriloch1	Dürriloch, Siggenhusen, Lucerne	Switzerland	46.97	8.02	9348	9348					Western_Eurasian_Wolves		F		0.44			0.77	52.02		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2370.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/AL2370.bam		Unpub_AB_wolf	AL2370.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		AL2370	W	Duerriloch1	9348	W_Duerriloch1_9348	Western_Eurasian_Wolves	Wolves
LS0154	1052572		Canis	familiaris	bone	petrous	Poodle	Poodle1		Switzerland			Hist_1871	1871					European_Dogs							1.81	53.56			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0154/LS0154_rmdup.bam					Lachie unpublished historic breed data		LS0154	D	Poodle1	Hist_1871	D_Poodle1_Hist_1871		
LS0156	1051888		Canis	familiaris	bone	petrous	FrenchBulldog	FrenchBulldog1		Switzerland			Hist_1933	1933					European_Dogs							1.2	52.8			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0156/LS0156_rmdup.bam					Lachie unpublished historic breed data		LS0156	D	FrenchBulldog1	Hist_1933	D_FrenchBulldog1_Hist_1933		
LS0157	1051438		Canis	familiaris	bone	petrous	Samoyed	Samoyed1		Switzerland			Hist_1933	1933					Arctic_Dogs							1.29	65.37			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0157/LS0157_rmdup.bam					Lachie unpublished historic breed data		LS0157	D	Samoyed1	Hist_1933	D_Samoyed1_Hist_1933		
LS0159	1051191		Canis	familiaris	bone	petrous	AfghanHound	AfghanHound3		Switzerland			Hist_1948	1948					African_NearEast_India_Dogs							3.08	52.7			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0159/LS0159_rmdup.bam					Lachie unpublished historic breed data		LS0159	D	AfghanHound3	Hist_1948	D_AfghanHound3_Hist_1948		
LS0162	1050629		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd1		Switzerland			Hist_1928	1928					European_Dogs							7.44	97.8			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0162/LS0162_rmdup.bam					Lachie unpublished historic breed data		LS0162	D	GermanShepherd1	Hist_1928	D_GermanShepherd1_Hist_1928		
LS0163	1050103		Canis	familiaris	bone	petrous	StBernard	StBernard1		Switzerland			Hist_1900	1900					European_Dogs							2.92	45.02			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0163/LS0163_rmdup.bam					Lachie unpublished historic breed data		LS0163	D	StBernard1	Hist_1900	D_StBernard1_Hist_1900		
LS0164	1050048		Canis	familiaris	bone	petrous	StBernard	StBernard2		Switzerland			Hist_1906	1906					European_Dogs							3.67	93.98			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0164/LS0164_rmdup.bam					Lachie unpublished historic breed data		LS0164	D	StBernard2	Hist_1906	D_StBernard2_Hist_1906		
LS0171	1050656		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd2		Switzerland			Hist_1966	1966					European_Dogs							2.45	59.39			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0171/LS0171_rmdup.bam					Lachie unpublished historic breed data		LS0171	D	GermanShepherd2	Hist_1966	D_GermanShepherd2_Hist_1966		
LS0172	1050665		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd3		Switzerland			Hist_1974	1974					European_Dogs							3.03	90.31			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0172/LS0172_rmdup.bam					Lachie unpublished historic breed data		LS0172	D	GermanShepherd3	Hist_1974	D_GermanShepherd3_Hist_1974		
LS0173	1050637		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd4		Switzerland			Hist_1948	1948					European_Dogs							6.63	96.5			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0173/LS0173_rmdup.bam					Lachie unpublished historic breed data		LS0173	D	GermanShepherd4	Hist_1948	D_GermanShepherd4_Hist_1948		
LS0175	1050631		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd5		Switzerland			Hist_1934	1934					European_Dogs							3.56	93.43			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0175/LS0175_rmdup.bam					Lachie unpublished historic breed data		LS0175	D	GermanShepherd5	Hist_1934	D_GermanShepherd5_Hist_1934		
LS0177	1050652		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd6		Switzerland			Hist_1960	1960					European_Dogs							3.84	94.14			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0177/LS0177_rmdup.bam					Lachie unpublished historic breed data		LS0177	D	GermanShepherd6	Hist_1960	D_GermanShepherd6_Hist_1960		
LS0180	1050690		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd7		Switzerland			Hist_1993	1993					European_Dogs							3.4	86.88			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0180/LS0180_rmdup.bam					Lachie unpublished historic breed data		LS0180	D	GermanShepherd7	Hist_1993	D_GermanShepherd7_Hist_1993		
LS0182	1050089		Canis	familiaris	bone	petrous	StBernard	StBernard3		Switzerland			Hist_1937	1937					European_Dogs							1.98	73			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0182/LS0182_rmdup.bam					Lachie unpublished historic breed data		LS0182	D	StBernard3	Hist_1937	D_StBernard3_Hist_1937		
LS0184	1050098		Canis	familiaris	bone	petrous	StBernard	StBernard4		Switzerland			Hist_1946	1946					European_Dogs							0.72	16.27			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0184/LS0184_rmdup.bam					Lachie unpublished historic breed data		LS0184	D	StBernard4	Hist_1946	D_StBernard4_Hist_1946		
LS0186	1050124		Canis	familiaris	bone	petrous	StBernard	StBernard5		Switzerland			Hist_1983	1983					European_Dogs							5.41	96.11			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0186/LS0186_rmdup.bam					Lachie unpublished historic breed data		LS0186	D	StBernard5	Hist_1983	D_StBernard5_Hist_1983		
LS0193	1050620		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd8		Switzerland			Hist_1884	1884					European_Dogs							3.59	93.86			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0193a/LS0193a_rmdup.bam					Lachie unpublished historic breed data		LS0193	D	GermanShepherd8	Hist_1884	D_GermanShepherd8_Hist_1884		
LS0194	1050628		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd9		Switzerland			Hist_1906	1906					European_Dogs							4.32	96.39			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0194a/LS0194a_rmdup.bam					Lachie unpublished historic breed data		LS0194	D	GermanShepherd9	Hist_1906	D_GermanShepherd9_Hist_1906		
LS0195	1050679		Canis	familiaris	bone	petrous	GermanShepherd	GermanShepherd10		Switzerland			Hist_1983	1983					European_Dogs							5.48	97.56			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0195/LS0195_rmdup.bam					Lachie unpublished historic breed data		LS0195	D	GermanShepherd10	Hist_1983	D_GermanShepherd10_Hist_1983		
LS0196	1050061		Canis	familiaris	bone	petrous	StBernard	StBernard6		Switzerland			Hist_1881	1881					European_Dogs							5	97.79			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0196/LS0196_rmdup.bam					Lachie unpublished historic breed data		LS0196	D	StBernard6	Hist_1881	D_StBernard6_Hist_1881		
LS0197	1050037		Canis	familiaris	bone	petrous	StBernard	StBernard7		Switzerland			Hist_1889	1889					European_Dogs							4.81	97.21			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0197/LS0197_rmdup.bam					Lachie unpublished historic breed data		LS0197	D	StBernard7	Hist_1889	D_StBernard7_Hist_1889		
LS0199	1050034		Canis	familiaris	bone	petrous	StBernard	StBernard8		Switzerland			Hist_1894	1894					European_Dogs							6.03	98.38			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0199/LS0199_rmdup.bam					Lachie unpublished historic breed data		LS0199	D	StBernard8	Hist_1894	D_StBernard8_Hist_1894		
LS0200	1050113		Canis	familiaris	bone	petrous	StBernard	StBernard9		Switzerland			Hist_1962	1962					European_Dogs							1.29	58.18			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0200/LS0200_rmdup.bam					Lachie unpublished historic breed data		LS0200	D	StBernard9	Hist_1962	D_StBernard9_Hist_1962		
LS0201	1050116		Canis	familiaris	bone	petrous	StBernard	StBernard10		Switzerland			Hist_1970	1970					European_Dogs							1.99	78.57			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0201a/LS0201a_rmdup.bam					Lachie unpublished historic breed data		LS0201	D	StBernard10	Hist_1970	D_StBernard10_Hist_1970		
LS0203	1051837		Canis	familiaris	bone	petrous	Dachshund	Dachshund1		Switzerland			Hist_1889	1889					European_Dogs							1.2	67.73			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0203a/LS0203a_rmdup.bam					Lachie unpublished historic breed data		LS0203	D	Dachshund1	Hist_1889	D_Dachshund1_Hist_1889		
LS0206	1052100		Canis	familiaris	bone	petrous	TibetanMastiff	TibetanMastiff1		Switzerland			Hist_1904	1904					East_Asian_Dogs							1.77	72.92			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0206/LS0206_rmdup.bam					Lachie unpublished historic breed data		LS0206	D	TibetanMastiff1	Hist_1904	D_TibetanMastiff1_Hist_1904		
LS0243	1845.12.29.14		Canis	familiaris	bone	petrous	StBernard	StBernard11		Switzerland			Hist_1845	1845					European_Dogs							1.16	55.33			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0243/LS0243_rmdup.bam					Lachie unpublished historic breed data		LS0243	D	StBernard11	Hist_1845	D_StBernard11_Hist_1845		
LS0247	1855.12.26.180 (166JJ)		Canis	familiaris	bone	petrous	TibetanMastiff	TibetanMastiff2		Tibet			Hist_1845	1845					East_Asian_Dogs							0.67	42.92			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0247a/LS0247a_rmdup.bam					Lachie unpublished historic breed data		LS0247	D	TibetanMastiff2	Hist_1845	D_TibetanMastiff2_Hist_1845		
AL2022_Turkey	AL2022		Canis	familiaris	Bone	Skull	Marmara	Marmara1	Marmara region	Turkey	41.01	28.93	1565	1565			#N/A		African_NearEast_India_Dogs	A	M		2.6			2.84	90.83		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/AL2022_Turkey_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/AL2022_Turkey_rmdup.bam		Bergstrom2020	AL2022_Turkey_rmdup.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		AL2022_Turkey	D	Marmara1	1565	D_Marmara1_1565	Dogs	African_NearEast_India_Dogs
SC1081	SUB-37	OL4340	Canis	familiaris	Bone	Petrous	Suberde	Suberde1	Suberde	Turkey			9000						African_NearEast_India_Dogs							0.01	0.86			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Oxford/SC1081_rmdup.bam		Unpub_Oxford	SC1081_rmdup.bam		Sophy unpublished data		SC1081	D	Suberde1	9000	D_Suberde1_9000	Dogs	African_NearEast_India_Dogs
LS0222	1972.884 (D115)		Canis	familiaris	bone	petrous	Dalmatian	Dalmatian1		United Kingdom			Hist_1909	1909					European_Dogs							1.87	82.09			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0222a/LS0222a_rmdup.bam					Lachie unpublished historic breed data		LS0222	D	Dalmatian1	Hist_1909	D_Dalmatian1_Hist_1909		
LS0234	1952.4.7.9		Canis	familiaris	bone	petrous	Samoyed	Samoyed2		United Kingdom			Hist_1926	1926					Arctic_Dogs							1.13	50.27			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0234/LS0234_rmdup.bam					Lachie unpublished historic breed data		LS0234	D	Samoyed2	Hist_1926	D_Samoyed2_Hist_1926		
LS0236	1980.2533 (D71)		Canis	familiaris	bone	petrous	KingCharlesSpaniel	KingCharlesSpaniel1		United Kingdom			Hist_1904	1904					European_Dogs							1.98	83.58			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0236/LS0236_rmdup.bam					Lachie unpublished historic breed data		LS0236	D	KingCharlesSpaniel1	Hist_1904	D_KingCharlesSpaniel1_Hist_1904		
LS0239	1980.2507 (D59)		Canis	familiaris	bone	petrous	Borzoi	Borzoi1		United Kingdom			Hist_1903	1903					European_Dogs							2.02	83.06			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0239/LS0239_rmdup.bam					Lachie unpublished historic breed data		LS0239	D	Borzoi1	Hist_1903	D_Borzoi1_Hist_1903		
LS0241	D30		Canis	familiaris	bone	petrous	IrishWolfhound	IrishWolfhound1		United Kingdom			Hist_1902	1902					European_Dogs							1.5	74.19			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0241a/LS0241a_rmdup.bam					Lachie unpublished historic breed data		LS0241	D	IrishWolfhound1	Hist_1902	D_IrishWolfhound1_Hist_1902		
LS0245	D.94		Canis	familiaris	bone	petrous	EnglishBulldog	EnglishBulldog1		United Kingdom			Hist_1907	1907					European_Dogs							2.51	55.16			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0245a/LS0245a_rmdup.bam					Lachie unpublished historic breed data		LS0245	D	EnglishBulldog1	Hist_1907	D_EnglishBulldog1_Hist_1907		
LS0246	1888.1.30.1		Canis	familiaris	bone	petrous	EnglishMastiff	EnglishMastiff1		United Kingdom			Hist_1888	1888					European_Dogs							1.77	67.04			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0246a/LS0246a_rmdup.bam					Lachie unpublished historic breed data		LS0246	D	EnglishMastiff1	Hist_1888	D_EnglishMastiff1_Hist_1888		
LS0065	TL-TC		Canis	familiaris	tooth root	upper P4	TwinkleCave	TwinkleCave1	Langcliffe, Craven District, North Yorkshire	United Kingdom	54.084275	-2.2399562	523	523 calBP	549	518			European_Dogs							1.63	76.21			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0065a/LS0065a_rmdup.bam					Lachie unpublished UK canid data		LS0065	D	TwinkleCave1	523	D_TwinkleCave1_523		
LS0084	UoN_ES81_155_10		Canis	familiaris	tooth root	canine	WitterPlace	WitterPlace1	Chester	United Kingdom	53.19	-2.88	200		250	150		18th-19th century	European_Dogs							1.04	59.38			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0084/LS0084_rmdup.bam					Lachie unpublished UK canid data		LS0084	D	WitterPlace1	200	D_WitterPlace1_200		
LS0109	UoN_ES81_772_5		Canis	familiaris	bone	mandible	WitterPlace	WitterPlace2	Chester	United Kingdom	53.19	-2.88	200		250	150		18th-19th century	European_Dogs							2.17	85.95			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0109a/LS0109a_rmdup.bam					Lachie unpublished UK canid data		LS0109	D	WitterPlace2	200	D_WitterPlace2_200		
LS0112	UoN_ES81_418		Canis	familiaris	tooth root	canine	WitterPlace	WitterPlace3	Chester	United Kingdom	53.19	-2.88	200		250	150		18th-19th century	European_Dogs							1.49	73.56			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0112/LS0112_rmdup.bam					Lachie unpublished UK canid data		LS0112	D	WitterPlace3	200	D_WitterPlace3_200		
LS0227	1969.547.52		Canis	familiaris	bone	petrous	Silchester	Silchester1	Hants	United Kingdom			Roman						European_Dogs							0.04	3.33			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0227_A2/LS0227_A2_rmdup.bam					Lachie unpublished UK canid data		LS0227	D	Silchester1	Roman	D_Silchester1_Roman		
LS0228	1969.676.AA		Canis	familiaris	bone	petrous	Thertfold	Thertfold1	Norfolk	United Kingdom			Roman						European_Dogs							1.06	62			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0228/LS0228_rmdup.bam					Lachie unpublished UK canid data		LS0228	D	Thertfold1	Roman	D_Thertfold1_Roman		
